UnitID,Institution Name,NCAA/NAIA conference number football (IC2013),State abbreviation (HD2013),FIPS state code (HD2013),Sector of institution (HD2013),Percent of undergraduate students awarded Pell grants (SFA1314_RV),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2013C_RV  State unknown),On campus  other expenses 2013-14 (IC2013_AY),Off campus (not with family)  other expenses 2013-14 (IC2013_AY),Off campus (with family)  other expenses 2013-14 (IC2013_AY),On campus  other expenses 2013-14 (IC2013_PY),Off campus (not with family)  other expenses 2013-14 (IC2013_PY),Off campus (with family)  other expenses 2013-14 (IC2013_PY),Grand total (EF2013B_RV  Undergraduate  Age 25 and over total),
126182,Adams State University,159,CO,8,1,52,525,,,12,,24,388,,,,3,,2,,,1,1,2,,,,1,1,,,,3,3,,4,,1,50,3,,,,,5,,,,1,,14,2,,,,,2,1,1,2610,2610,2466,,,,481,
138716,Albany State University,161,GA,13,1,72,520,2,,,,,,,,1,7,503,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,1,,,,,,4068,4068,3550,,,,877,
237118,Alderson Broaddus University,308,WV,54,2,48,419,,1,2,,5,,1,1,2,9,9,,,1,2,,,5,,1,49,3,6,,1,,,,2,,9,2,5,6,,40,,2,40,,,,3,11,1,1,54,1,144,,,,2520,3120,3120,,,,76,
217624,Allen University,-2,SC,45,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,3000,,,,51,
164447,American International College,153,MA,25,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,2870,2870,,,,318,
222831,Angelo State University,147,TX,48,1,41,1200,,,1,,1,1,,,,,,,,,2,,,,1,,,1,,2,,,,,1,,,3,,,,2,,,,,,,1,1184,,,,,,,,,3600,3600,3600,,,,770,
197869,Appalachian State University,131,NC,37,1,27,2846,5,,,,3,1,4,1,,25,55,1,,8,,,1,1,1,2,17,1,,1,1,2,,,,3,6,,5,2581,,9,,,11,,26,,19,6,1,,40,,,4,,5,4736,5036,5036,,,,1177,
104151,Arizona State University Campus Immersion,127,AZ,4,1,32,6440,2,20,4165,1,783,116,17,5,3,17,16,14,25,153,23,19,9,1,6,6,26,26,40,69,1,18,14,9,78,10,73,45,60,30,11,38,6,43,75,2,5,3,12,105,30,3,33,110,2,50,6,6,3154,4386,4386,,,,5477,
106458,Arkansas State University,134,AR,5,1,45,1565,5,1,,1410,5,1,,,,3,3,,,9,,,2,1,1,1,,,1,,4,58,,,,,,1,,,,1,1,1,,,,,33,21,,,1,,,1,,,3984,3984,3984,,,,2262,
106467,Arkansas Tech University,367,AR,5,1,44,1739,,,,1665,3,,,,,,,,,2,,,2,,7,,,,,,3,2,,,,,,,1,1,,,14,,,,,,1,38,,,,,,,,,2648,4268,3218,,,,2553,
201104,Ashland University,144,OH,39,2,29,611,,,1,,6,,1,,,,1,,,4,6,,,1,,,,,10,1,,,,,,,2,,3,,,564,,,9,,,,,,,,,1,,1,,,2595,3728,4069,,,,1117,
164562,Assumption University,153,MA,25,2,23,489,,,,,4,1,50,,,3,,,,,,,,,,13,5,325,,,,,,,1,19,8,,17,,,,,,2,35,,,,2,,3,,,,1,,,1800,1800,1800,,,,175,
100858,Auburn University,130,AL,1,1,16,3700,2334,2,,,34,9,10,2,3,191,500,1,,37,6,2,3,21,14,,39,12,6,7,8,8,,1,1,1,22,1,17,40,,24,1,1,21,3,31,,116,96,1,3,53,4,1,9,,4,2678,2678,2678,,,,821,
219000,Augustana University,155,SD,46,2,21,329,,1,1,,3,11,,,,,,,1,3,,25,1,,,,1,,,105,,,1,18,1,2,,,,,3,,1,,,,,144,1,3,,,1,,,2,,,1400,1700,1400,,,,72,
150136,Ball State University,119,IN,18,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,3010,4530,,,,1165,
197911,Barton College,-2,NC,37,2,47,214,,,,,2,,,1,,6,,,,,,1,,,,,3,,,2,,,,,,,,,2,177,,2,,,2,,,,1,,,,14,,1,,,,4400,4400,4400,,,,240,
223232,Baylor University,108,TX,48,2,21,3137,,4,30,24,172,98,5,,,32,20,3,5,50,8,9,24,1,40,,8,9,7,21,8,41,1,5,6,3,4,16,10,10,,10,54,17,10,1,3,3,26,2271,2,1,19,37,,3,1,5,4938,5978,5468,,,,326,
173124,Bemidji State University,155,MN,27,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2700,2700,,,,1199,
217721,Benedict College,161,SC,45,2,83,534,6,,,,4,,2,1,8,24,101,,,10,4,,,3,,,10,1,8,1,,2,,,2,,24,,7,39,,3,,,5,2,260,,1,1,,,5,,,,,,2100,7842,7842,,,,197,
164739,Bentley University,153,MA,25,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,1175,5270,,,,98,
219046,Black Hills State University,159,SD,46,1,34,614,,2,,,10,20,,,,3,,,2,,,,1,,,,,1,,9,,,18,11,,,,1,,,16,1,1,2,,,,442,1,,1,,,1,,,71,,3200,3200,3200,,,,1137,
211158,Bloomsburg University of Pennsylvania,158,PA,42,1,30,2214,,,,,1,,2,9,,1,,,,,,,,,,,7,,,,,,,,,,189,,47,,,,,,1957,,,,,,,,1,,,,,,4552,4552,12400,,,,424,
237215,Bluefield State College,-2,WV,54,1,56,301,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,1,,1,,,,34,,261,,,,,3200,3200,,,,697,
142115,Boise State University,203,ID,16,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5722,5168,4668,,,,6055,
162007,Bowie State University,140,MD,24,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1600,,,,927,
201441,Bowling Green State University-Main Campus,119,OH,39,1,33,3312,1,,1,,4,2,6,,4,16,2,1,,61,23,1,1,2,,2,7,7,201,2,,1,,1,1,1,8,,33,2,,2850,,1,44,2,,,1,5,,2,8,2,2,4,,,3258,4162,4784,,,,956,
110556,California State University-Fresno,203,CA,6,1,57,3212,,,2,,3190,,,,,1,,,1,1,,1,,,,,2,,,,,,,,3,,1,,,,,,1,,2,,1,,,5,1,,,,,,,,2238,2661,2518,,,,3305,
211361,California University of Pennsylvania,158,PA,42,1,39,1166,,2,,,3,2,2,,1,,1,,,2,1,,,,,,22,1,,,,,,,,,5,,10,2,,16,,1,1082,1,1,,,2,,,5,,4,,,,4495,4495,8645,,,,1184,
219806,Carson-Newman University,160,TN,47,2,40,467,2,,,,,1,,1,,21,12,,,,1,,,,,,1,,,,,1,1,,,,4,,1,19,,4,,,,,10,,384,4,,,,,,,,,2500,2000,3800,,,,95,
198215,Catawba College,160,NC,37,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113,3113,3113,,,,250,
169248,Central Michigan University,119,MI,26,1,36,3001,,1,2,,6,2,3,,,6,2,,,65,17,,1,3,1,,4,,2839,1,,4,,,,1,,,3,3,,14,,,3,,1,,,6,1,,3,3,,6,,,1240,1240,1740,,,,2721,
201690,Central State University,308,OH,39,1,77,416,,,,,5,,,1,18,3,3,,,60,21,,,1,,,2,2,89,1,,1,,,,,3,,3,,,197,,,2,,,,,,,,,,,4,,,1500,2400,2400,,,,346,
234827,Central Washington University,213,WA,53,1,36,1498,,4,1,,14,3,,1,,,,4,2,,,,,,,,1,,,2,,,,,2,,,,,,,,1,14,,,,,,1,,,,1448,,,,,3012,3012,3012,,,,1968,
180948,Chadron State College,159,NE,31,1,36,454,,,2,,18,79,,,,1,1,,3,1,3,,2,,1,,3,,,2,,,2,234,,,1,1,1,,,,1,,,,,50,1,9,,,,,,1,37,,3680,3680,3680,,,,606,
198303,Chowan University,140,NC,37,2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,400,,,,106,
211644,Clarion University of Pennsylvania,158,PA,42,1,39,992,,1,,,1,,2,,6,1,,,,,,1,,,,,6,,1,,,,,,,,10,,10,,,18,,,927,,,,,1,,1,4,1,1,,,,3750,3700,2800,,,,859,
138947,Clark Atlanta University,161,GA,13,2,72,776,13,,3,2,58,3,6,4,16,51,215,,,60,2,,2,2,15,,36,4,23,4,2,8,,1,2,,20,,63,10,,30,4,3,28,,14,,18,31,,,12,3,,8,,,3465,,,,,,76,
218724,Coastal Carolina University,106,SC,45,1,39,2075,2,,1,2,7,1,59,19,3,10,17,2,,28,5,1,,10,,9,144,71,7,1,1,3,1,,,14,148,,116,72,,36,1,,108,15,962,1,10,10,,5,149,1,14,9,,,3861,4280,4568,,,,789,
127556,Colorado Mesa University,159,CO,8,1,39,2200,,5,35,3,56,1907,1,,,1,1,51,2,7,4,1,2,,,,,2,4,5,,2,2,5,9,1,,3,2,,1,3,3,6,1,,,3,,19,19,,7,6,,7,14,,3066,3066,2724,,,,2207,
126775,Colorado School of Mines,159,CO,8,1,17,912,1,14,13,2,32,535,1,3,,7,1,4,4,10,4,,16,2,4,,3,3,1,7,,3,9,15,8,1,5,3,6,4,,7,6,7,7,,1,1,4,115,5,,8,20,,6,4,,2515,2610,2500,,,,305,
128106,Colorado State University Pueblo,159,CO,8,1,41,787,,5,11,,23,694,,,,4,,3,,2,1,,2,,,,,1,1,,,1,,3,4,,,7,2,2,1,,2,1,,,,1,,11,,,1,2,,,2,,3555,3555,3411,,,,1243,
126818,Colorado State University-Fort Collins,203,CO,8,1,25,4425,3,30,39,4,229,3423,10,3,1,13,8,21,15,77,10,4,19,2,4,1,21,22,14,35,,23,8,25,16,8,12,35,9,7,5,16,9,17,18,2,1,9,5,91,13,4,24,27,,19,14,,1988,1988,1988,,,,2519,
237330,Concord University,163,WV,54,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944,2944,2944,,,,470,
173328,Concordia University-Saint Paul,155,MN,27,2,37,258,,,,2,3,1,,,,1,1,,,14,,3,,,,,,,1,188,,1,,2,,,,,2,1,,,,,1,,,,,2,,,1,1,,31,,2,2000,2000,2000,,,,893,
169479,Davenport University,-2,MI,26,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,4514,4514,,,,4488,
175616,Delta State University,146,MS,28,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025,4025,11225,,,,519,
198464,East Carolina University,111,NC,37,1,34,4484,,,,1,8,2,26,14,2,6,5,1,,,4,,1,,1,1,117,29,,2,,1,,,1,3,104,,35,3823,,5,,,54,4,4,,3,2,,3,205,1,2,6,,8,4980,4980,7480,,,,3302,
207041,East Central University,367,OK,40,1,46,550,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,544,,,,,,,4,,,,,,,,,1640,4384,4224,,,,993,
212115,East Stroudsburg University of Pennsylvania,158,PA,42,1,32,1209,,,,,,,,6,,,,,,,,,,,,,5,,,,,,,,,,270,,73,1,,1,,,850,1,,,,,,,2,,,,,,3029,4610,4795,,,,534,
169798,Eastern Michigan University,119,MI,26,1,44,2849,,1,3,,8,,,,,7,4,,1,30,21,1,,,,2,2,2,2412,5,1,,1,3,,1,3,1,4,,,305,,,9,1,,,,6,,,2,3,1,5,,4,2158,2498,3258,,,,5145,
187648,Eastern New Mexico University-Main Campus,147,NM,35,1,36,652,1,1,4,,10,8,,,,3,,,,1,,1,,,,,,,,,,,,1,1,,,539,,,,,3,,,1,,,2,72,,,1,1,,,1,1,4375,4375,4375,,,,1246,
212160,Edinboro University of Pennsylvania,158,PA,42,1,45,1057,,,,,6,1,1,,,4,1,,,,,,,,,,8,2,5,,,,,,,,5,,42,,,48,,,921,,,,1,2,,3,6,,1,,,,2150,2200,2500,,,,780,
133526,Edward Waters College,337,FL,12,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4152,4152,4152,,,,169,
198507,Elizabeth City State University,140,NC,37,1,71,323,,,,,,,,,3,1,2,,,,,,,,,,8,,,,,,,,,,1,,,299,,,,,2,,,,,,,,7,,,,,,1000,1000,550,,,,450,
232025,Emory & Henry College,192,VA,51,2,36,263,1,,,,2,,1,1,1,6,7,,,,1,,,3,,,3,1,1,1,,,,,,,,,3,44,,1,,,,,2,,30,2,,,151,,1,,,,2048,3048,2248,,,,28,
155025,Emporia State University,148,KS,20,1,40,658,,,,,,5,,,,,,,,1,,,611,,1,,,,,,,22,,1,1,,,,,,,,6,,,,,,,10,,,,,,,,,3460,3460,3460,,,,669,
217998,Erskine College,-2,SC,45,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,1300,11500,,,,16,
237367,Fairmont State University,370,WV,54,1,47,745,,,,,,,1,,3,15,,,,,,,,,,,14,,,,,,,,,,2,,2,3,,11,,,12,1,3,,,,,,12,,666,,,,2800,3400,3400,,,,1048,
198543,Fayetteville State University,140,NC,37,1,58,702,,1,,,,1,,,15,3,2,,,,,,1,,1,1,4,,1,,,,,,,,2,,1,652,,,,,1,,4,,,,,,4,1,,,,7,2218,2218,2218,,,,2344,
169910,Ferris State University,144,MI,26,1,41,1986,,2,,,2,1,2,,1,5,1,,,53,24,1,,2,,,2,2,1841,2,,1,,1,,,,,8,,,17,,,,,,1,2,5,1,,1,,,5,,3,1456,1456,2392,,,,3217,
133669,Florida Atlantic University,134,FL,12,1,39,3278,2,,3,,4,7,20,1,2,3024,8,,,7,1,1,1,2,,,10,10,5,1,,5,,1,,4,39,,47,3,,6,1,1,18,3,2,,5,15,1,,10,,,3,,5,4017,5294,5294,,,,7252,
133951,Florida International University,111,FL,12,1,56,3913,1,,1,1,8,,7,,1,3689,7,2,,9,1,2,,2,2,3,14,5,4,,,3,1,1,,2,25,,24,12,,7,,2,7,2,4,,5,13,1,1,13,1,,3,,27,4454,5276,7288,,,,10561,
155061,Fort Hays State University,148,KS,20,1,28,1055,1,,5,4,6,126,1,,,6,5,,1,1,3,1,747,,1,,1,1,1,,17,12,1,49,1,1,,1,3,4,,9,11,1,4,,2,,6,17,,,4,,1,,,,3966,3966,2002,,,,3451,
127185,Fort Lewis College,159,CO,8,1,33,872,1,32,63,7,32,464,,,,2,1,2,1,11,2,,8,,1,,2,,3,9,1,4,2,1,6,3,4,119,2,1,,,25,5,4,,1,5,2,25,9,1,3,3,,4,1,,3744,4584,3980,,,,608,
139719,Fort Valley State University,161,GA,13,1,77,537,,,,,1,,1,,,2,520,,,1,,,1,,,,1,,,,,,,,,,,,4,1,,,,,,,2,,,1,,,1,1,,,,,4935,500,500,,,,424,
182795,Franklin Pierce University,342,NH,33,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,3100,3100,,,,270,
162584,Frostburg State University,172,MD,24,1,37,885,,,,,,,,3,15,,,,,1,,,,,,,825,,,,,,,,,,8,,3,1,,,,,12,,,,,,,,14,,3,,,,1806,3606,3606,,,,529,
212601,Gannon University,158,PA,42,2,29,586,,,1,,7,1,,,,2,1,,1,2,4,,,,,,7,2,4,,,,,,,,3,,66,3,,64,,1,414,,,,,1,,,,,,2,,,2314,2314,2314,,,,261,
139931,Georgia Southern University,131,GA,13,1,38,3539,3,,,,5,2,2,,1,50,3404,,,3,1,,2,,1,,4,2,1,1,,1,,,,1,6,,3,7,,1,1,,1,,19,,2,2,,,11,,,1,,1,5650,5876,5876,,,,1478,
139940,Georgia State University,134,GA,13,1,52,3414,9,,1,4,6,,1,,3,12,3283,,1,9,4,1,1,,2,,3,1,1,3,1,2,,,1,,7,,8,8,,8,1,,5,,8,,4,10,,,4,1,,,,1,2754,4410,4410,,,,5616,
237385,Glenville State College,370,WV,54,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006,5006,4762,,,,571,
170082,Grand Valley State University,144,MI,26,1,36,4056,,1,,1,2,3,1,,,5,2,,,200,48,1,,1,,,2,,3748,2,,,,,2,,,,1,1,,21,,1,3,,,1,,1,,,1,,,7,,,2250,2250,4850,,,,2107,
107044,Harding University,367,AR,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3200,,,,257,
107071,Henderson State University,367,AR,5,1,54,696,,,,597,1,,,,,,,,,1,,1,,1,4,,,,2,,1,1,,,,,,,,,,,4,,,,,,2,81,,,,,,,,,4276,5676,4876,,,,547,
